topic1|topic2|topic3|topic4|topic5|topic6|topic7|topic8|topic9|topic10|topic11|topic12|topic13|topic14|topic15|topic16|topic17|topic18|topic19|topic20|persona|user_id
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|631
0|0|0|0|2|0|0|0|1|0|4|0|0|0|0|0|0|0|0|3|0|632
0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|10|633
0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|5|0|2|634
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|5|0|18|635
2|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|1|0|0|9|636
0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|4|0|2|637
0|0|0|8|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|10|638
1|0|0|0|0|3|0|2|0|0|0|0|1|0|0|0|4|0|0|0|7|639
0|0|1|5|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|10|640
0|0|0|0|0|2|0|2|1|0|0|0|0|5|0|1|0|0|0|0|21|641
0|0|0|0|4|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|14|642
0|1|0|1|0|0|1|1|2|0|2|2|0|0|0|0|0|0|0|0|19|643
0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|1|0|0|6|0|11|644
0|1|0|0|0|0|0|0|1|0|1|0|0|4|0|0|2|0|0|0|21|645
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|646
0|0|0|0|5|0|0|2|0|2|0|0|0|0|0|0|0|0|0|1|4|647
0|0|0|2|4|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|4|648
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|649
0|0|0|1|2|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|4|650
4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|18|651
0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|5|0|0|1|1|18|652
0|0|0|3|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|2|4|653
1|0|0|0|0|0|0|0|0|2|5|0|1|0|0|0|0|0|0|0|0|654
1|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|7|655
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|656
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9|0|11|657
0|0|0|0|0|1|0|0|6|0|0|0|0|3|0|0|0|0|0|0|3|658
0|0|0|1|0|0|0|5|0|0|0|0|1|0|0|0|1|0|0|2|5|659
0|0|0|0|5|0|1|0|0|0|3|0|0|0|0|0|0|1|0|0|4|660
0|0|0|0|1|0|0|0|5|0|0|0|0|0|0|0|3|0|0|0|3|661
8|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|8|662
0|0|2|0|0|0|0|0|0|3|1|0|0|0|0|0|0|0|3|0|2|663
0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|7|0|0|0|6|664
0|0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|1|0|665
0|2|0|0|0|0|0|2|1|1|0|0|0|1|0|0|3|0|0|0|7|666
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|1|0|0|6|667
0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|2|0|0|5|0|11|668
0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|4|0|2|0|7|669
0|0|0|0|0|0|0|6|4|0|0|0|0|0|0|0|0|0|0|0|5|670
0|0|0|9|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|10|671
1|0|0|0|0|0|0|0|0|8|0|0|0|0|0|1|0|0|0|0|9|672
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|2|0|0|1|673
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|9|674
0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|3|0|1|0|0|15|675
0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|5|1|11|676
0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|7|0|11|677
2|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|1|0|9|678
0|0|0|0|0|0|0|0|1|0|7|0|0|0|0|0|0|0|0|3|0|679
4|0|0|0|0|0|0|0|2|4|0|0|0|0|0|0|0|0|0|0|8|680
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|681
0|0|0|0|0|0|0|0|0|1|1|8|0|0|0|0|0|0|0|0|19|682
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|7|0|0|1|1|1|683
0|0|0|0|4|0|0|0|1|2|0|0|3|0|0|0|0|0|0|0|4|684
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|685
0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|7|0|0|0|6|686
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|687
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|688
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|9|689
0|0|0|6|0|0|0|0|0|1|0|0|2|0|0|0|1|0|0|0|10|690
0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|3|0|0|5|691
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|2|0|0|0|9|692
0|0|0|2|0|0|0|1|0|0|0|0|0|0|0|0|2|0|0|5|12|693
0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|3|5|694
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|695
1|0|0|0|0|0|0|2|0|0|0|0|0|0|0|6|0|1|0|0|18|696
0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|7|0|11|697
0|0|0|0|0|0|0|5|4|0|0|0|0|0|0|0|0|0|0|0|5|698
2|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|4|0|2|699
0|0|0|0|0|0|0|0|8|0|2|0|0|0|0|0|0|0|0|0|3|700
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|11|701
0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|5|0|0|1|0|18|702
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|703
0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|1|0|1|0|0|5|704
0|0|0|0|8|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|22|705
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|2|0|0|0|0|9|706
1|0|0|0|0|0|0|1|0|0|0|0|0|0|8|0|0|0|0|0|7|707
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|1|0|0|1|0|9|708
0|0|0|8|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|10|709
0|0|0|0|1|0|0|0|7|0|0|0|0|0|0|2|0|0|0|0|3|710
1|0|0|0|0|1|0|0|1|0|0|0|6|0|0|0|0|0|0|0|14|711
0|0|0|0|2|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|14|712
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|4|0|18|713
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|714
0|0|0|0|0|0|0|0|0|0|7|3|0|0|0|0|0|0|0|0|0|715
0|0|0|0|1|0|0|6|0|1|0|0|0|0|0|0|2|0|0|0|5|716
0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|1|0|0|6|0|2|717
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|1|0|9|718
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|9|12|719
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|720
0|0|0|0|0|0|0|0|0|0|2|0|1|0|0|4|0|0|0|3|18|721
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|9|722
0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|2|0|0|3|723
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|724
1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|4|0|0|4|0|18|725
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|2|0|0|0|0|9|726
0|0|0|2|3|0|0|0|0|0|1|3|0|0|0|0|0|0|0|0|19|727
1|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|5|0|2|728
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|1|0|1|729
0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|6|0|2|730
0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|6|0|0|0|6|731
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|732
5|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|2|0|8|733
0|0|0|0|1|1|0|4|1|1|0|0|0|0|0|0|0|0|0|3|5|734
1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|8|0|11|735
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|736
0|0|0|0|0|0|0|0|8|0|0|0|0|2|0|0|0|0|0|0|3|737
0|0|0|0|2|0|0|0|3|0|5|0|0|0|0|0|0|0|0|0|0|738
0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|2|0|0|0|5|12|739
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|740
0|0|0|2|0|0|0|0|1|1|0|0|3|0|0|0|3|0|0|0|7|741
1|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|2|0|9|742
2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|6|0|11|743
0|0|0|0|0|0|0|0|7|0|0|0|0|1|0|0|0|0|2|0|3|744
1|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|5|0|0|0|6|745
0|0|0|7|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|10|746
0|1|0|0|0|0|0|5|0|0|0|0|0|3|0|0|0|0|0|0|5|747
0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|2|0|0|0|3|748
0|0|0|2|5|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|4|749
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|750
0|2|0|0|4|0|0|1|0|0|2|0|1|0|0|0|0|0|1|0|4|751
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|752
0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|3|5|0|0|13|753
0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|1|0|0|3|0|2|754
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|755
1|0|0|1|4|0|0|0|2|1|1|0|0|0|0|0|0|0|0|0|4|756
0|0|0|4|0|0|0|0|0|0|5|1|0|0|0|0|0|0|0|0|0|757
0|1|0|2|0|0|0|1|0|0|0|1|0|2|0|0|0|0|2|0|7|758
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|2|0|0|0|0|9|759
0|0|0|0|0|0|0|0|0|3|0|0|6|0|0|0|0|2|0|0|14|760
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|1|0|9|761
8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|8|762
1|2|0|0|0|0|0|0|0|0|3|0|1|0|0|0|3|0|0|0|7|763
0|0|0|0|2|0|0|0|0|5|0|0|0|0|0|0|0|0|0|3|9|764
8|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|765
0|0|0|0|1|0|2|7|0|0|0|0|0|0|0|0|0|0|0|0|5|766
0|0|0|0|0|1|0|7|2|0|0|0|0|0|0|0|0|0|0|0|5|767
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|9|768
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|769
0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|8|0|11|770
3|0|0|0|3|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|4|771
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|772
0|0|0|0|0|2|0|0|0|0|3|2|0|3|0|0|0|0|0|0|19|773
0|0|0|5|1|0|3|0|0|0|0|0|0|0|0|0|1|0|0|0|10|774
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|775
0|0|0|0|0|0|7|1|2|0|0|0|0|0|0|0|0|0|0|0|16|776
0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|6|0|1|0|6|777
0|0|0|2|0|0|1|0|0|0|7|0|0|0|0|0|0|0|0|0|0|778
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|779
0|0|0|0|0|0|0|3|2|0|0|0|0|0|0|1|0|0|0|5|12|780
0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|1|0|0|0|1|3|781
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|9|0|11|782
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|783
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|784
0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|2|0|0|0|0|3|785
0|0|0|0|3|0|0|0|0|1|0|0|0|0|0|0|3|0|0|3|4|786
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|1|0|1|787
0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|8|12|788
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|789
0|0|0|1|1|0|0|0|0|1|1|3|3|0|0|0|0|0|0|0|19|790
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|3|0|18|791
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|792
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|2|0|9|793
9|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|8|794
0|1|0|0|3|0|0|0|0|0|4|2|0|0|0|0|0|0|0|0|0|795
0|0|0|2|1|0|0|2|0|1|0|0|3|0|0|0|0|0|1|0|14|796
0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|7|0|11|797
0|0|0|0|8|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|22|798
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|6|0|0|0|6|799
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|1|0|0|0|0|9|800
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|801
0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|0|0|0|16|802
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|803
0|0|0|2|3|0|3|0|0|0|0|0|0|0|0|0|1|0|0|0|4|804
0|3|0|0|1|0|1|0|0|0|1|2|1|0|0|0|0|0|0|0|17|805
0|1|1|0|0|0|0|0|2|0|5|0|0|0|0|0|0|0|0|0|0|806
0|0|0|0|9|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|22|807
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|808
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|809
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|810
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|1|0|1|811
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|812
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|1|0|1|813
0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|16|814
0|0|0|0|4|0|0|3|2|0|0|0|0|0|0|0|0|0|0|0|4|815
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|816
0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|1|0|0|3|0|2|817
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|818
1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|0|0|5|0|11|819
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|820
0|0|0|0|1|0|0|0|0|4|0|0|0|0|0|0|4|0|0|0|7|821
0|0|0|0|1|0|0|0|1|0|5|0|0|0|0|0|0|0|3|0|0|822
0|1|0|0|0|0|0|0|0|0|5|2|0|0|0|0|3|0|0|0|0|823
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|824
0|0|0|1|0|0|0|0|0|7|0|0|0|0|0|0|0|0|2|0|9|825
0|0|0|7|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|10|826
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|827
5|0|0|0|0|3|0|0|0|0|0|0|0|0|0|2|0|0|0|0|8|828
1|0|0|0|0|6|0|0|0|2|0|0|0|0|0|0|0|0|2|0|15|829
0|0|0|3|3|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|4|830
0|0|0|0|0|0|0|0|3|0|1|0|0|0|0|1|0|0|5|0|11|831
0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|8|0|0|0|0|1|832
0|0|0|1|0|0|3|0|0|0|0|0|0|6|0|0|0|0|0|0|21|833
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|834
0|0|0|0|0|0|0|2|0|1|0|0|0|0|0|0|7|0|0|0|6|835
0|1|0|0|0|0|0|1|2|0|0|0|0|0|0|2|3|0|0|0|7|836
3|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|9|837
2|0|0|0|0|0|0|0|5|0|3|0|0|0|0|0|0|0|0|0|3|838
1|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|6|0|2|839
0|3|0|0|0|0|0|3|0|0|0|0|0|0|0|0|3|0|0|0|7|840
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|841
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|842
0|0|0|0|2|0|7|0|1|0|0|0|0|0|0|0|0|0|0|0|16|843
0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|844
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|2|0|1|845
0|0|0|1|0|0|0|4|0|0|0|3|2|0|0|0|0|0|0|0|5|846
0|0|0|0|1|0|1|1|0|1|6|0|0|0|0|0|0|0|0|0|0|847
0|3|0|0|1|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|5|848
0|0|0|0|6|0|0|0|0|2|1|0|0|0|0|0|1|0|0|0|22|849
0|0|0|0|4|0|0|3|1|0|0|0|0|0|0|0|0|0|0|1|4|850
0|0|0|1|0|0|0|0|0|2|3|0|0|0|0|1|0|0|4|0|2|851
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|1|0|0|1|0|9|852
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|853
0|0|4|0|0|0|0|1|1|2|0|0|0|1|0|0|1|0|0|0|20|854
0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|855
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|856
5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|1|0|0|8|857
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|8|0|11|858
0|0|5|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|20|859
1|2|0|0|0|0|0|0|0|0|0|0|2|0|0|3|0|0|1|0|18|860
0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|861
0|0|0|0|0|0|1|2|0|1|6|0|0|0|0|0|0|0|0|0|0|862
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|863
0|0|0|1|3|0|0|0|0|0|1|2|1|0|0|0|1|0|0|1|4|864
1|0|0|0|0|0|0|0|1|3|2|0|0|0|0|0|0|0|2|0|2|865
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|866
0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|3|867
0|0|0|0|0|0|1|0|2|0|3|3|0|0|0|0|0|0|0|0|19|868
1|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|3|0|2|869
0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|4|0|0|0|7|870
1|0|0|4|0|0|0|0|0|0|0|0|0|0|0|2|0|0|3|0|10|871
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|9|872
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|873
4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|0|2|0|8|874
0|2|0|0|0|1|0|0|5|0|0|0|0|1|0|1|0|0|0|0|3|875
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|13|876
4|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|0|0|0|3|8|877
1|0|0|0|0|3|0|1|0|0|0|0|1|0|0|0|4|0|0|0|7|878
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|879
0|0|0|4|0|0|0|0|0|1|0|2|2|0|0|0|0|0|1|0|10|880
0|0|0|1|4|0|1|2|0|1|0|0|0|0|0|0|0|0|0|1|4|881
0|0|0|0|7|0|0|0|0|1|0|0|0|0|0|0|0|0|0|2|22|882
4|4|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|883
3|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|884
0|0|0|0|7|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|22|885
0|0|2|3|0|0|0|0|0|0|2|3|0|0|0|0|0|0|0|0|19|886
0|0|0|0|7|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|22|887
0|0|1|0|0|0|0|0|0|3|0|0|0|0|0|0|6|0|0|0|6|888
0|2|3|2|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|20|889
0|0|0|0|0|0|4|3|3|0|0|0|0|0|0|0|0|0|0|0|16|890
1|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|9|891
0|0|0|2|4|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|4|892
0|0|0|0|0|0|0|0|0|6|0|3|0|0|0|0|0|0|0|0|9|893
4|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|3|0|8|894
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|2|0|9|895
0|0|0|1|0|0|0|1|0|0|1|5|0|0|0|0|1|0|0|1|19|896
0|0|0|1|4|0|1|1|0|1|1|0|0|0|0|0|0|0|0|1|4|897
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|898
0|0|0|0|0|0|0|0|0|1|6|0|0|0|0|0|3|0|0|0|0|899
0|0|0|0|0|0|0|4|0|4|0|0|0|2|0|0|0|0|0|0|5|900
0|0|0|0|8|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|22|901
0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|2|0|0|2|0|3|902
0|0|7|0|0|0|0|0|0|1|1|0|0|0|0|0|2|0|0|0|20|903
0|0|0|0|0|0|0|0|0|4|0|0|6|0|0|0|0|0|0|0|14|904
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|905
4|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|3|0|8|906
0|0|0|0|0|0|0|0|0|6|0|0|2|0|0|0|1|0|0|0|9|907
0|0|0|0|0|0|0|3|6|0|0|0|0|0|0|0|1|0|0|0|3|908
0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|2|0|0|0|0|15|909
0|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|3|0|2|910
0|2|0|0|3|0|0|3|2|0|0|0|0|0|0|0|0|0|0|0|4|911
0|0|0|0|0|0|0|7|1|0|0|0|0|0|0|0|2|0|0|0|5|912
0|0|1|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|0|3|913
0|0|0|0|0|0|0|0|0|0|0|2|8|0|0|0|0|0|0|0|14|914
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|915
0|1|2|1|0|0|0|0|0|0|1|3|0|0|0|0|0|0|0|0|19|916
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|9|917
0|9|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|918
1|0|2|0|0|0|0|0|0|2|0|0|1|0|0|1|0|0|2|0|20|919
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|920
0|0|0|0|7|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|22|921
0|0|0|0|7|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|22|922
0|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|9|923
1|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|2|3|924
0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|4|0|0|0|0|16|925
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|926
0|0|0|0|7|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|22|927
0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|3|0|1|0|0|3|928
0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|2|0|0|0|3|929
3|0|0|0|0|0|0|0|2|5|0|0|0|0|0|0|0|0|0|0|9|930
2|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|7|0|11|931
0|1|0|0|0|1|1|7|0|0|0|0|0|0|0|0|0|0|0|0|5|932
0|0|0|3|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|933
0|5|0|1|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|17|934
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|935
2|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|6|0|11|936
7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|8|937
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|1|0|9|938
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|1|0|0|0|0|9|939
0|3|0|0|0|0|0|0|3|0|0|0|0|0|0|0|1|2|2|0|17|940
0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|7|0|11|941
0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|5|0|0|5|942
0|0|0|2|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|1|19|943
